0	0.0	0.1	0.1	0.105769314995109	0.00576931499510872
1	0.1	0.1	0.2	0.175724135210611	-0.0242758647893889
2	0.2	0.1	0.3	0.275460837218699	-0.024539162781301
3	0.3	0.1	0.4	0.398522332872164	-0.0014776671278357
4	0.4	0.1	0.5	0.52757787084962	0.0275778708496205
5	0.5	0.1	0.6	0.643681335662042	0.0436813356620416
6	0.6	0.1	0.7	0.736233885461545	0.0362338854615452
7	0.7	0.1	0.8	0.804357984425765	0.00435798442576452
8	0.8	0.1	0.9	0.852400319446758	-0.0475996805532416
9	0.9	0.1	1.0	0.88574623472887	-0.11425376527113
