0	0.0	0.1	0.1	0.106776603822137	0.0067766038221365
1	0.1	0.1	0.2	0.175649865165655	-0.0243501348343453
2	0.2	0.1	0.3	0.273824232178755	-0.0261757678212448
3	0.3	0.1	0.4	0.395695580290511	-0.00430441970948892
4	0.4	0.1	0.5	0.524825843846258	0.0248258438462576
5	0.5	0.1	0.6	0.642281980001645	0.0422819800016452
6	0.6	0.1	0.7	0.736716167516518	0.0367161675165184
7	0.7	0.1	0.8	0.806543554240272	0.00654355424027186
8	0.8	0.1	0.9	0.855820225096519	-0.0441797749034812
9	0.9	0.1	1.0	0.889943817256406	-0.110056182743594
