1	0.150556753
2	0.150570752
3	0.15052932
4	0.15055019
5	0.150461625
6	0.150472243
7	0.151398017
8	0.075076654
0	0.044783
1	0.033728929
2	0.033731213
3	0.033729675
4	0.033730612
5	0.033729812
6	0.033730454
7	0.033954171
8	0.029760599
0	0.027849606
1	0.026880465
2	0.026894896
3	0.026862403
4	0.026868815
5	0.026858873
6	0.026863292
7	0.026932276
8	0.026438073
0	0.026157198
1	0.025996636
2	0.02601543
3	0.025963424
4	0.02597216
5	0.025956262
6	0.025962272
7	0.025985166
8	0.025891014
0	0.025828637
1	0.025793947
2	0.025814561
3	0.02575304
4	0.025762808
5	0.025743861
6	0.025750541
7	0.025755608
8	0.025731732
0	0.025711792
1	0.0257034
2	0.025724867
3	0.025658616
4	0.025668882
5	0.025648378
6	0.025655339
7	0.025652848
8	0.025644709
0	0.025634953
1	0.025633222
2	0.02565513
3	0.025586368
4	0.025596895
5	0.025575553
6	0.02558262
7	0.02557687
8	0.025572861
0	0.025565996
1	0.025566273
2	0.025588441
3	0.025518196
4	0.025528875
5	0.025507041
6	0.025514133
7	0.025507043
8	0.025504178
0	0.025498254
1	0.025499256
2	0.0255216
3	0.025450347
4	0.025461127
5	0.025438966
6	0.025446044
7	0.025438503
8	0.02543585
0	0.025430258
1	0.025431572
2	0.025454055
3	0.025382008
4	0.025392865
5	0.025370458
6	0.025377502
7	0.025369927
8	0.025367136
0	0.025361655
1	0.02536313
2	0.025385737
3	0.025312988
4	0.025323908
5	0.025301297
6	0.025308296
7	0.025300888
8	0.025297806
0	0.025292345
1	0.025293919
2	0.025316644
3	0.025243225
4	0.025254201
5	0.025231407
6	0.025238355
7	0.025231215
8	0.025227762
0	0.025222281
1	0.025223928
2	0.02524677
3	0.025172685
4	0.025183713
5	0.025160749
6	0.025167641
7	0.025160819
8	0.025156953
0	0.025151431
1	0.025153137
2	0.025176098
3	0.025101337
4	0.025112415
5	0.025089289
6	0.025096121
7	0.025089646
8	0.025085338
0	0.025079765
1	0.025081523
2	0.025104606
3	0.025029152
4	0.025040278
5	0.025016995
6	0.025023764
7	0.025017656
8	0.025012883
0	0.025007254
1	0.025009058
2	0.025032265
3	0.0249561
4	0.024967272
5	0.024943837
6	0.024950541
7	0.024944811
8	0.024939557
0	0.024933865
1	0.024935713
2	0.024959047
3	0.024882148
4	0.024893365
5	0.024869784
6	0.024876418
7	0.024871078
8	0.024865326
0	0.024859568
1	0.024861456
2	0.024884921
3	0.024807267
4	0.024818526
5	0.024794802
6	0.024801365
7	0.024796424
8	0.024790157
0	0.02478433
1	0.024786256
2	0.024809855
3	0.024731421
4	0.024742722
5	0.02471886
6	0.024725348
7	0.024720816
8	0.024714018
0	0.024708118
1	0.024710078
2	0.024733816
3	0.024654578
4	0.024665919
5	0.024641924
6	0.024648333
7	0.02464422
8	0.024636874
0	0.024630898
1	0.024632889
2	0.024656768
3	0.024576704
4	0.024588083
5	0.024563958
6	0.024570287
7	0.0245666
8	0.02455869
0	0.024552635
1	0.024554654
2	0.024578678
3	0.024497762
4	0.024509178
5	0.024484928
6	0.024491173
7	0.024487922
8	0.024479429
0	0.024473293
1	0.024475335
2	0.024499508
3	0.024417715
4	0.024429167
5	0.024404797
6	0.024410954
7	0.024408148
8	0.024399055
0	0.024392834
1	0.024394897
2	0.024419222
3	0.024336528
4	0.024348013
5	0.024323528
6	0.024329594
7	0.024327241
8	0.02431753
0	0.02431122
1	0.0243133
2	0.02433778
3	0.02425416
4	0.024265678
5	0.024241081
6	0.024247054
7	0.024245163
8	0.024234813
0	0.024228412
1	0.024230505
2	0.024255144
3	0.024170572
4	0.024182121
5	0.024157418
6	0.024163294
7	0.024161874
8	0.024150866
0	0.024144371
1	0.024146472
2	0.024171274
3	0.024085724
4	0.024097303
5	0.024072498
6	0.024078274
7	0.024077333
8	0.024065646
0	0.024059054
1	0.024061159
2	0.024086127
3	0.023999575
4	0.024011181
5	0.02398628
6	0.023991952
7	0.023991499
8	0.023979112
0	0.023972419
1	0.023974525
2	0.023999662
3	0.02391208
4	0.023923713
5	0.02389872
6	0.023904286
7	0.023904329
8	0.02389122
0	0.023884424
1	0.023886525
2	0.023911835
3	0.023823198
4	0.023834855
5	0.023809775
6	0.023815231
7	0.023815779
8	0.023801926
0	0.023795023
1	0.023797114
2	0.0238226
3	0.023732882
4	0.023744563
5	0.023719401
6	0.023724743
7	0.023725804
8	0.023711184
0	0.023704171
1	0.023706248
2	0.023731913
3	0.023641088
4	0.02365279
5	0.023627552
6	0.023632776
7	0.02363436
8	0.023618947
0	0.023611821
1	0.023613879
2	0.023639726
3	0.023547768
4	0.023559491
5	0.02353418
6	0.023539285
7	0.023541397
8	0.023525168
